meeting_hours,focus_blocks,tasks_completed,overdue_tasks,after_hours_activity,response_time_avg,calendar_fragmentation,consecutive_meeting_ratio,employee_id,week,archetype,productivity_score
31.01,3,2,0.335,0,8.41,0.947,0.565,130,9,meeting_heavy,54.74
15.0,1,1,0.247,3,7.32,0.544,0.547,130,10,meeting_heavy,63.99
23.02,2,3,0.305,1,6.55,0.674,0.427,130,11,meeting_heavy,64.55
21.57,2,2,0.313,2,7.62,0.735,0.682,131,0,meeting_heavy,53.96
28.49,3,1,0.303,6,5.49,0.468,0.58,131,1,meeting_heavy,64.03
20.31,3,2,0.383,2,3.42,0.643,0.506,131,2,meeting_heavy,58.87
29.05,1,2,0.47,5,8.37,0.799,0.629,131,3,meeting_heavy,48.85
19.64,1,0,0.456,1,8.39,0.838,0.656,131,4,meeting_heavy,51.02
26.22,3,4,0.38,1,4.14,0.798,0.622,131,5,meeting_heavy,56.71
18.97,0,6,0.289,2,8.9,0.638,0.527,131,6,meeting_heavy,64.32
25.16,3,5,0.428,1,9.89,0.777,0.685,131,7,meeting_heavy,55.8
24.04,3,5,0.495,3,4.3,0.692,0.61,131,8,meeting_heavy,61.53
20.28,3,2,0.364,3,4.82,0.895,0.488,131,9,meeting_heavy,58.33
26.54,1,1,0.437,4,4.65,0.821,0.637,131,10,meeting_heavy,47.86
18.17,3,4,0.294,1,4.97,0.706,0.515,131,11,meeting_heavy,71.28
14.87,5,8,0.077,1,1.99,0.416,0.206,132,0,balanced,93.0
13.93,5,12,0.112,2,2.24,0.322,0.117,132,1,balanced,100.0
13.06,6,11,0.157,2,2.11,0.403,0.17,132,2,balanced,99.81
19.85,3,11,0.183,0,3.44,0.364,0.24,132,3,balanced,89.66
13.37,8,9,0.084,1,0.88,0.318,0.35,132,4,balanced,94.32
13.61,6,11,0.2,1,2.57,0.378,0.332,132,5,balanced,89.89
19.5,5,13,0.066,0,2.9,0.514,0.212,132,6,balanced,98.53
15.2,7,8,0.069,2,1.37,0.508,0.305,132,7,balanced,92.64
8.19,2,7,0.09,0,5.22,0.486,0.359,132,8,balanced,84.58
14.64,9,10,0.157,0,2.08,0.426,0.28,132,9,balanced,98.64
12.73,3,10,0.034,2,2.69,0.331,0.158,132,10,balanced,91.26
12.15,8,11,0.204,3,3.96,0.35,0.264,132,11,balanced,93.99
26.28,3,2,0.318,3,7.8,0.842,0.577,133,0,meeting_heavy,57.39
19.46,1,1,0.224,3,8.72,0.754,0.621,133,1,meeting_heavy,57.87
26.64,2,3,0.407,2,4.36,0.764,0.765,133,2,meeting_heavy,50.19
27.43,0,0,0.482,1,5.35,0.882,0.439,133,3,meeting_heavy,52.39
30.46,0,3,0.278,3,4.7,0.559,0.578,133,4,meeting_heavy,56.58
19.98,0,3,0.368,2,6.5,0.818,0.484,133,5,meeting_heavy,63.49
18.08,2,3,0.252,3,8.35,0.702,0.506,133,6,meeting_heavy,58.28
22.99,1,6,0.356,0,2.41,0.766,0.686,133,7,meeting_heavy,61.13
19.43,3,7,0.383,4,1.73,0.96,0.542,133,8,meeting_heavy,62.48
20.76,3,8,0.363,4,6.09,0.646,0.748,133,9,meeting_heavy,58.91
25.58,3,5,0.533,7,5.65,0.669,0.414,133,10,meeting_heavy,57.34
33.1,3,2,0.504,1,3.62,0.729,0.547,133,11,meeting_heavy,56.77
7.95,8,14,0.053,0,3.55,0.209,0.088,134,0,deep_focus,100.0
4.74,7,10,0.052,0,4.9,0.27,0.136,134,1,deep_focus,100.0
8.55,5,17,0.034,2,5.69,0.184,0.101,134,2,deep_focus,100.0
9.29,8,19,0.084,0,4.47,0.122,0.083,134,3,deep_focus,100.0
9.51,10,17,0.002,1,2.72,0.168,0.062,134,4,deep_focus,100.0
10.55,11,10,0.045,0,2.25,0.147,0.117,134,5,deep_focus,100.0
10.21,10,11,0.097,1,3.38,0.17,0.067,134,6,deep_focus,100.0
4.79,10,11,0.001,0,4.17,0.089,0.156,134,7,deep_focus,100.0
11.63,10,14,0.069,0,6.09,0.161,0.094,134,8,deep_focus,100.0
15.24,10,15,0.0,0,7.05,0.246,0.099,134,9,deep_focus,100.0
6.71,9,14,0.093,0,2.5,0.283,0.206,134,10,deep_focus,100.0
11.83,8,14,0.06,0,6.12,0.289,0.08,134,11,deep_focus,100.0
6.5,9,11,0.001,0,4.81,0.301,0.124,135,0,deep_focus,100.0
10.37,9,16,0.0,1,2.43,0.293,0.093,135,1,deep_focus,100.0
6.59,11,15,0.072,0,2.84,0.218,0.065,135,2,deep_focus,100.0
7.14,8,19,0.068,1,6.98,0.013,0.059,135,3,deep_focus,100.0
7.65,10,11,0.09,0,5.82,0.117,0.094,135,4,deep_focus,100.0
7.59,7,13,0.07,1,5.33,0.217,0.079,135,5,deep_focus,100.0
6.98,9,13,0.051,0,5.0,0.214,0.15,135,6,deep_focus,100.0
6.26,8,13,0.08,0,4.06,0.241,0.067,135,7,deep_focus,100.0
7.6,7,12,0.022,1,2.9,0.128,0.188,135,8,deep_focus,100.0
9.02,7,14,0.063,0,5.74,0.266,0.124,135,9,deep_focus,100.0
12.52,9,18,0.094,0,4.95,0.147,0.125,135,10,deep_focus,100.0
8.05,8,14,0.033,1,5.21,0.198,0.111,135,11,deep_focus,100.0
18.9,9,11,0.121,1,2.73,0.522,0.126,136,0,balanced,100.0
14.43,8,9,0.073,1,2.63,0.368,0.215,136,1,balanced,96.0
10.26,6,11,0.21,2,3.81,0.43,0.109,136,2,balanced,96.72
16.07,8,11,0.112,3,3.85,0.434,0.286,136,3,balanced,89.91
15.22,1,8,0.088,1,1.35,0.348,0.198,136,4,balanced,87.5
16.26,4,8,0.079,1,2.95,0.532,0.169,136,5,balanced,94.13
17.78,7,9,0.065,2,3.08,0.404,0.228,136,6,balanced,92.3
12.9,0,6,0.144,2,4.36,0.304,0.265,136,7,balanced,78.04
7.72,7,9,0.1,1,4.28,0.376,0.256,136,8,balanced,98.75
19.1,2,12,0.181,0,2.87,0.398,0.359,136,9,balanced,81.36
15.29,6,9,0.198,0,2.51,0.399,0.143,136,10,balanced,100.0
20.29,7,8,0.163,2,3.94,0.59,0.205,136,11,balanced,89.93
27.26,2,3,0.36,2,6.04,1.0,0.631,137,0,meeting_heavy,56.56
28.46,1,6,0.321,5,5.33,0.654,0.637,137,1,meeting_heavy,51.65
21.65,0,3,0.207,8,2.69,0.751,0.714,137,2,meeting_heavy,53.96
30.85,1,6,0.441,3,6.48,0.72,0.509,137,3,meeting_heavy,53.13
32.57,1,3,0.336,2,6.13,0.845,0.525,137,4,meeting_heavy,54.76
24.09,1,1,0.301,2,9.11,0.842,0.715,137,5,meeting_heavy,49.22
30.17,1,3,0.251,2,7.37,0.763,0.731,137,6,meeting_heavy,55.72
21.43,0,4,0.424,2,7.1,0.654,0.434,137,7,meeting_heavy,61.76
30.72,1,6,0.354,0,3.74,0.752,0.56,137,8,meeting_heavy,60.07
16.36,1,4,0.349,1,6.4,0.854,0.639,137,9,meeting_heavy,63.01
26.37,1,3,0.33,0,5.16,0.543,0.791,137,10,meeting_heavy,54.74
24.42,2,5,0.301,3,7.3,0.816,0.677,137,11,meeting_heavy,59.74
24.09,2,1,0.435,0,4.25,0.774,0.66,138,0,meeting_heavy,60.38
26.53,0,2,0.145,1,3.32,0.751,0.836,138,1,meeting_heavy,53.82
23.55,0,1,0.174,2,6.46,0.621,0.578,138,2,meeting_heavy,61.23
27.28,2,4,0.346,0,4.41,0.618,0.75,138,3,meeting_heavy,59.68
21.03,0,5,0.447,5,3.92,0.766,0.54,138,4,meeting_heavy,59.58
21.54,2,2,0.383,1,3.91,0.718,0.574,138,5,meeting_heavy,60.73
25.17,4,0,0.373,2,4.7,0.732,0.667,138,6,meeting_heavy,55.02
27.87,2,1,0.332,3,1.43,0.758,0.583,138,7,meeting_heavy,59.63
30.41,2,3,0.413,4,3.39,0.781,0.718,138,8,meeting_heavy,51.45
28.99,2,5,0.236,3,2.06,0.836,0.562,138,9,meeting_heavy,63.91
23.54,1,4,0.425,5,6.1,0.584,0.731,138,10,meeting_heavy,53.26
18.27,1,4,0.224,0,5.96,0.67,0.735,138,11,meeting_heavy,61.85
24.08,1,7,0.237,3,10.41,0.813,0.613,139,0,meeting_heavy,60.05
26.22,3,3,0.154,2,4.07,0.722,0.574,139,1,meeting_heavy,67.7
31.18,2,3,0.244,0,6.23,0.829,0.589,139,2,meeting_heavy,55.08
23.79,1,7,0.473,4,7.52,0.621,0.666,139,3,meeting_heavy,57.83
27.72,2,4,0.62,2,7.87,0.703,0.679,139,4,meeting_heavy,49.83
29.49,3,2,0.301,3,7.76,0.768,0.729,139,5,meeting_heavy,50.5
20.07,2,3,0.404,2,5.32,0.743,0.603,139,6,meeting_heavy,59.26
23.37,1,5,0.369,7,6.32,0.695,0.867,139,7,meeting_heavy,50.4
28.63,2,5,0.404,0,6.74,0.618,0.583,139,8,meeting_heavy,60.73
22.81,2,4,0.379,1,5.48,0.842,0.707,139,9,meeting_heavy,53.41
17.35,1,6,0.471,1,6.61,0.933,0.642,139,10,meeting_heavy,52.08
32.68,1,3,0.353,3,7.83,0.791,0.306,139,11,meeting_heavy,68.04
10.72,8,14,0.104,1,2.98,0.297,0.171,140,0,deep_focus,99.73
8.38,8,16,0.079,0,3.32,0.205,0.006,140,1,deep_focus,100.0
8.57,9,11,0.073,0,1.51,0.152,0.126,140,2,deep_focus,100.0
9.72,9,13,0.007,0,3.97,0.036,0.055,140,3,deep_focus,100.0
9.57,8,12,0.0,0,3.54,0.319,0.102,140,4,deep_focus,100.0
9.89,9,11,0.02,1,3.82,0.089,0.105,140,5,deep_focus,100.0
4.41,7,20,0.098,0,3.72,0.191,0.087,140,6,deep_focus,100.0
6.76,10,17,0.063,1,3.48,0.074,0.02,140,7,deep_focus,100.0
5.24,6,10,0.035,1,4.5,0.131,0.102,140,8,deep_focus,100.0
3.15,5,15,0.039,0,5.21,0.12,0.123,140,9,deep_focus,100.0
12.97,5,10,0.066,2,6.56,0.268,0.144,140,10,deep_focus,96.03
10.12,9,11,0.119,2,2.83,0.252,0.173,140,11,deep_focus,100.0
9.07,7,15,0.084,0,4.03,0.148,0.183,141,0,deep_focus,100.0
6.72,7,14,0.08,0,6.77,0.225,0.123,141,1,deep_focus,100.0
7.73,8,17,0.05,1,3.35,0.216,0.06,141,2,deep_focus,100.0
10.82,8,13,0.036,1,3.53,0.312,0.059,141,3,deep_focus,100.0
7.73,9,13,0.044,2,3.02,0.247,0.062,141,4,deep_focus,100.0
7.14,7,13,0.123,1,6.48,0.218,0.081,141,5,deep_focus,100.0
13.06,7,15,0.038,0,5.4,0.288,0.192,141,6,deep_focus,100.0
9.02,10,16,0.116,0,3.75,0.143,0.127,141,7,deep_focus,100.0
4.13,10,15,0.056,2,5.31,0.151,0.071,141,8,deep_focus,100.0
5.91,6,17,0.103,0,3.72,0.201,0.144,141,9,deep_focus,100.0
11.14,8,13,0.0,0,4.64,0.178,0.023,141,10,deep_focus,100.0
16.89,9,10,0.06,0,1.17,0.114,0.14,141,11,deep_focus,100.0
8.32,9,13,0.106,0,3.38,0.382,0.098,142,0,deep_focus,100.0
9.01,11,10,0.067,2,3.04,0.17,0.101,142,1,deep_focus,100.0
8.66,2,14,0.097,0,3.08,0.187,0.18,142,2,deep_focus,98.72
6.58,6,10,0.084,2,5.33,0.036,0.079,142,3,deep_focus,98.87
8.78,5,10,0.018,0,1.1,0.248,0.095,142,4,deep_focus,100.0
5.06,6,13,0.0,0,3.32,0.143,0.119,142,5,deep_focus,100.0
10.04,8,4,0.0,0,9.08,0.197,0.155,142,6,deep_focus,99.13
9.75,5,15,0.0,1,3.82,0.249,0.115,142,7,deep_focus,100.0
9.17,9,14,0.0,0,7.25,0.225,0.157,142,8,deep_focus,100.0
4.05,6,10,0.0,1,3.47,0.27,0.084,142,9,deep_focus,100.0
1.23,4,14,0.019,1,1.83,0.262,0.102,142,10,deep_focus,100.0
5.27,12,11,0.061,0,9.67,0.212,0.069,142,11,deep_focus,100.0
13.98,5,11,0.272,1,3.8,0.325,0.241,143,0,balanced,85.24
14.7,10,9,0.155,0,3.43,0.514,0.208,143,1,balanced,97.34
7.39,6,11,0.241,1,2.14,0.283,0.266,143,2,balanced,95.29
15.35,7,10,0.123,0,2.52,0.157,0.269,143,3,balanced,98.59
15.46,7,10,0.113,1,1.6,0.342,0.254,143,4,balanced,92.61
14.51,4,10,0.127,2,3.9,0.469,0.082,143,5,balanced,93.31
21.64,5,10,0.067,0,2.26,0.346,0.222,143,6,balanced,95.98
10.66,5,8,0.153,2,5.38,0.513,0.269,143,7,balanced,85.7
13.73,6,8,0.167,0,2.76,0.456,0.227,143,8,balanced,86.37
14.1,4,12,0.059,1,3.41,0.305,0.256,143,9,balanced,96.3
15.05,3,8,0.047,0,4.59,0.454,0.261,143,10,balanced,86.48
14.85,4,11,0.068,0,3.76,0.486,0.298,143,11,balanced,89.25
9.12,8,17,0.0,1,3.9,0.1,0.181,144,0,deep_focus,100.0
1.0,10,11,0.061,0,5.48,0.481,0.117,144,1,deep_focus,100.0
8.84,9,12,0.081,0,2.39,0.294,0.11,144,2,deep_focus,100.0
12.34,10,13,0.042,1,3.79,0.295,0.095,144,3,deep_focus,100.0
3.19,8,16,0.023,1,4.15,0.248,0.086,144,4,deep_focus,100.0
9.49,8,12,0.0,1,2.84,0.158,0.046,144,5,deep_focus,100.0
9.41,9,12,0.032,0,2.3,0.097,0.114,144,6,deep_focus,100.0
9.42,9,11,0.004,0,2.2,0.229,0.201,144,7,deep_focus,100.0
4.52,9,13,0.063,0,2.98,0.185,0.116,144,8,deep_focus,100.0
12.22,8,16,0.09,0,3.78,0.166,0.141,144,9,deep_focus,100.0
6.82,9,18,0.113,0,2.96,0.352,0.178,144,10,deep_focus,100.0
7.69,7,10,0.122,0,6.71,0.192,0.04,144,11,deep_focus,100.0
17.77,5,7,0.095,2,3.07,0.593,0.309,145,0,balanced,85.17
13.17,4,8,0.389,2,3.86,0.338,0.376,145,1,balanced,80.59
22.06,9,7,0.053,0,2.06,0.432,0.205,145,2,balanced,100.0
25.0,5,13,0.209,1,0.99,0.378,0.198,145,3,balanced,88.5
15.8,6,11,0.047,1,2.56,0.42,0.327,145,4,balanced,86.95
10.76,5,8,0.174,0,2.44,0.329,0.337,145,5,balanced,86.43
14.44,9,9,0.187,3,4.03,0.398,0.301,145,6,balanced,95.82
9.58,4,14,0.071,0,1.96,0.456,0.261,145,7,balanced,95.57
19.6,3,8,0.202,1,4.19,0.385,0.173,145,8,balanced,93.37
12.15,4,10,0.151,0,2.98,0.341,0.198,145,9,balanced,96.3
14.3,8,12,0.191,1,2.04,0.408,0.238,145,10,balanced,95.29
10.82,5,9,0.161,2,4.1,0.274,0.282,145,11,balanced,89.09
28.1,3,2,0.494,2,6.66,0.848,0.651,146,0,meeting_heavy,50.05
26.37,1,4,0.273,4,4.98,0.674,0.694,146,1,meeting_heavy,49.05
18.82,2,6,0.366,0,7.37,0.691,0.712,146,2,meeting_heavy,61.21
25.77,1,2,0.158,1,6.35,0.76,0.661,146,3,meeting_heavy,61.22
30.03,2,6,0.373,1,4.96,0.537,0.506,146,4,meeting_heavy,60.72
18.94,3,2,0.26,4,5.1,0.776,0.674,146,5,meeting_heavy,54.91
20.79,1,0,0.399,4,6.16,0.886,0.574,146,6,meeting_heavy,49.92
28.44,1,6,0.363,4,3.4,0.761,0.554,146,7,meeting_heavy,60.33
24.41,2,1,0.3,4,4.29,0.655,0.585,146,8,meeting_heavy,60.87
25.42,2,4,0.366,0,6.03,0.725,0.639,146,9,meeting_heavy,59.45
21.64,2,6,0.218,4,8.44,0.819,0.715,146,10,meeting_heavy,63.06
25.3,1,4,0.3,2,2.56,0.553,0.718,146,11,meeting_heavy,52.7
26.5,1,1,0.417,0,8.57,0.734,0.445,147,0,meeting_heavy,57.99
23.84,1,4,0.424,2,4.13,0.72,0.741,147,1,meeting_heavy,54.07
27.7,3,4,0.442,1,2.46,0.808,0.506,147,2,meeting_heavy,63.32
16.81,2,4,0.428,4,5.16,0.743,0.549,147,3,meeting_heavy,62.47
22.22,2,6,0.268,5,6.23,0.774,0.43,147,4,meeting_heavy,67.68
18.06,2,2,0.517,4,4.18,0.753,0.848,147,5,meeting_heavy,51.21
21.09,1,5,0.477,2,8.24,0.972,0.607,147,6,meeting_heavy,55.35
26.96,2,3,0.43,5,5.78,0.903,0.753,147,7,meeting_heavy,43.37
27.36,1,2,0.445,0,7.35,0.642,0.682,147,8,meeting_heavy,51.06
27.74,3,6,0.496,3,3.68,0.645,0.391,147,9,meeting_heavy,58.96
20.8,1,3,0.399,2,3.76,0.745,0.51,147,10,meeting_heavy,63.27
26.6,1,7,0.493,1,3.78,0.745,0.715,147,11,meeting_heavy,56.65
9.08,7,11,0.214,2,2.9,0.448,0.256,148,0,balanced,90.81
12.9,2,8,0.119,0,2.49,0.492,0.357,148,1,balanced,83.02
12.29,4,8,0.189,3,1.31,0.319,0.101,148,2,balanced,87.73
13.94,6,11,0.153,0,2.97,0.23,0.389,148,3,balanced,92.08
11.2,4,10,0.164,2,3.06,0.367,0.305,148,4,balanced,86.57
17.21,7,8,0.119,0,4.39,0.351,0.362,148,5,balanced,87.25
13.64,6,8,0.149,2,4.79,0.474,0.153,148,6,balanced,93.09
13.06,4,11,0.128,2,3.51,0.397,0.415,148,7,balanced,91.84
18.58,4,7,0.104,0,2.68,0.48,0.329,148,8,balanced,88.03
19.85,8,9,0.188,0,3.25,0.364,0.153,148,9,balanced,95.92
16.59,6,9,0.066,3,3.25,0.373,0.145,148,10,balanced,95.56
21.04,6,7,0.22,1,2.33,0.395,0.28,148,11,balanced,92.08
11.08,12,16,0.036,0,4.85,0.277,0.116,149,0,deep_focus,100.0
11.02,7,13,0.058,0,1.99,0.236,0.08,149,1,deep_focus,100.0
7.14,12,17,0.001,0,5.28,0.248,0.098,149,2,deep_focus,100.0
3.9,7,14,0.118,0,2.46,0.191,0.152,149,3,deep_focus,100.0
5.11,8,11,0.0,1,3.74,0.214,0.055,149,4,deep_focus,100.0
6.56,8,11,0.0,3,1.95,0.215,0.011,149,5,deep_focus,100.0
2.11,9,17,0.066,0,2.58,0.32,0.146,149,6,deep_focus,100.0
4.3,9,12,0.081,1,3.71,0.178,0.175,149,7,deep_focus,100.0
10.87,5,15,0.078,0,4.38,0.167,0.089,149,8,deep_focus,100.0
5.13,11,12,0.089,0,5.14,0.2,0.118,149,9,deep_focus,100.0
8.66,3,9,0.067,0,3.2,0.196,0.059,149,10,deep_focus,100.0
6.2,11,11,0.027,0,0.5,0.211,0.147,149,11,deep_focus,100.0
9.82,9,10,0.0,2,3.9,0.131,0.064,150,0,deep_focus,100.0
12.37,11,14,0.017,2,3.41,0.264,0.154,150,1,deep_focus,100.0
6.91,7,16,0.071,2,5.71,0.124,0.172,150,2,deep_focus,100.0
5.52,13,14,0.0,0,7.26,0.183,0.166,150,3,deep_focus,100.0
4.77,8,19,0.038,0,7.57,0.218,0.133,150,4,deep_focus,100.0
3.44,9,11,0.077,0,2.54,0.297,0.064,150,5,deep_focus,100.0
6.61,8,16,0.057,0,2.9,0.133,0.077,150,6,deep_focus,100.0
8.64,4,17,0.046,0,5.43,0.032,0.021,150,7,deep_focus,100.0
14.53,7,14,0.043,1,4.73,0.184,0.118,150,8,deep_focus,100.0
6.71,6,17,0.076,2,4.01,0.218,0.091,150,9,deep_focus,100.0
11.13,7,15,0.044,1,5.07,0.154,0.089,150,10,deep_focus,100.0
8.36,9,14,0.004,1,4.64,0.133,0.196,150,11,deep_focus,100.0
34.54,3,5,0.202,3,6.29,0.783,0.525,151,0,meeting_heavy,57.82
19.58,1,6,0.532,5,7.72,0.65,0.559,151,1,meeting_heavy,52.9
24.57,2,5,0.404,5,4.19,0.843,0.53,151,2,meeting_heavy,59.65
22.3,3,4,0.352,3,6.27,0.637,0.476,151,3,meeting_heavy,67.19
24.84,2,5,0.328,4,5.71,0.932,0.608,151,4,meeting_heavy,49.27
35.07,1,2,0.206,1,4.24,0.789,0.547,151,5,meeting_heavy,57.17
28.31,1,8,0.232,2,4.92,0.844,0.376,151,6,meeting_heavy,70.22
19.01,3,4,0.215,0,9.35,0.688,0.506,151,7,meeting_heavy,75.96
32.93,3,2,0.197,3,6.67,0.786,0.748,151,8,meeting_heavy,50.2
19.78,0,5,0.303,1,4.78,0.605,0.604,151,9,meeting_heavy,65.18
23.48,2,7,0.387,4,8.8,0.687,0.451,151,10,meeting_heavy,61.03
22.96,4,6,0.566,3,7.1,0.704,0.688,151,11,meeting_heavy,58.21
2.42,11,8,0.124,2,1.98,0.113,0.051,152,0,deep_focus,100.0
8.84,8,12,0.057,1,3.81,0.147,0.15,152,1,deep_focus,100.0
7.89,8,17,0.099,2,3.17,0.155,0.144,152,2,deep_focus,100.0
7.77,7,18,0.092,0,3.03,0.145,0.107,152,3,deep_focus,100.0
8.3,6,14,0.085,1,3.63,0.11,0.068,152,4,deep_focus,100.0
9.38,12,14,0.0,1,4.68,0.165,0.147,152,5,deep_focus,100.0
6.77,8,13,0.104,1,2.34,0.23,0.195,152,6,deep_focus,100.0
11.2,12,16,0.008,1,4.72,0.114,0.135,152,7,deep_focus,100.0
16.65,9,13,0.063,0,3.28,0.043,0.122,152,8,deep_focus,100.0
7.61,9,10,0.058,0,6.48,0.133,0.076,152,9,deep_focus,100.0
3.86,9,10,0.042,1,3.36,0.024,0.167,152,10,deep_focus,100.0
9.08,8,16,0.088,2,4.4,0.09,0.12,152,11,deep_focus,100.0
31.2,3,0,0.441,4,4.23,0.775,0.705,153,0,meeting_heavy,44.38
22.57,2,1,0.336,3,4.41,0.662,0.586,153,1,meeting_heavy,60.38
29.49,1,5,0.266,0,5.27,0.862,0.666,153,2,meeting_heavy,52.47
24.16,1,4,0.243,2,5.57,0.615,0.516,153,3,meeting_heavy,62.24
26.66,1,2,0.508,1,6.5,0.701,0.604,153,4,meeting_heavy,49.35
24.09,1,6,0.526,2,6.08,0.971,0.713,153,5,meeting_heavy,48.46
21.29,2,1,0.459,3,7.04,0.724,0.537,153,6,meeting_heavy,55.09
30.35,1,3,0.369,0,4.87,0.688,0.685,153,7,meeting_heavy,53.44
17.94,0,1,0.486,3,7.0,0.804,0.606,153,8,meeting_heavy,45.44
26.79,2,6,0.412,1,5.01,0.677,0.722,153,9,meeting_heavy,55.73
21.78,2,3,0.379,6,7.83,0.753,0.459,153,10,meeting_heavy,55.67
24.42,0,8,0.351,3,4.67,0.8,0.484,153,11,meeting_heavy,67.97
3.68,11,15,0.0,1,4.64,0.214,0.066,154,0,deep_focus,100.0
6.03,7,12,0.044,1,5.56,0.104,0.035,154,1,deep_focus,100.0
5.05,10,8,0.078,2,4.39,0.051,0.105,154,2,deep_focus,100.0
4.41,10,16,0.101,0,4.26,0.333,0.205,154,3,deep_focus,100.0
10.89,9,13,0.078,0,4.48,0.226,0.119,154,4,deep_focus,100.0
5.18,12,12,0.06,0,4.38,0.217,0.106,154,5,deep_focus,100.0
9.91,11,11,0.108,1,3.89,0.085,0.045,154,6,deep_focus,100.0
8.34,10,14,0.0,1,3.76,0.196,0.152,154,7,deep_focus,100.0
2.69,9,8,0.026,1,3.84,0.09,0.109,154,8,deep_focus,100.0
6.08,16,15,0.039,1,3.56,0.159,0.115,154,9,deep_focus,100.0
10.45,11,17,0.084,1,5.78,0.257,0.021,154,10,deep_focus,100.0
10.87,7,12,0.048,1,3.17,0.205,0.126,154,11,deep_focus,100.0
3.76,6,13,0.06,0,3.19,0.211,0.075,155,0,deep_focus,100.0
10.04,10,16,0.093,1,3.76,0.138,0.08,155,1,deep_focus,100.0
7.16,9,16,0.004,2,3.36,0.112,0.078,155,2,deep_focus,100.0
15.06,8,13,0.044,0,4.21,0.286,0.116,155,3,deep_focus,100.0
4.32,7,14,0.103,0,3.87,0.342,0.144,155,4,deep_focus,100.0
11.68,9,8,0.083,0,4.68,0.063,0.077,155,5,deep_focus,100.0
6.14,8,17,0.021,1,2.55,0.185,0.116,155,6,deep_focus,100.0
3.7,9,17,0.047,0,4.23,0.204,0.112,155,7,deep_focus,100.0
1.0,7,14,0.057,1,4.39,0.096,0.172,155,8,deep_focus,100.0
10.56,9,12,0.056,2,7.2,0.26,0.115,155,9,deep_focus,100.0
7.16,11,13,0.015,0,4.77,0.22,0.068,155,10,deep_focus,100.0
10.66,8,13,0.036,1,5.73,0.109,0.124,155,11,deep_focus,100.0
17.41,7,11,0.102,0,1.57,0.453,0.129,156,0,balanced,94.91
14.11,6,12,0.201,2,2.24,0.398,0.18,156,1,balanced,95.22
14.0,4,9,0.056,2,2.64,0.178,0.381,156,2,balanced,95.75
14.01,7,13,0.109,1,2.68,0.452,0.333,156,3,balanced,91.8
10.01,6,10,0.144,1,2.12,0.499,0.152,156,4,balanced,96.74
13.56,6,9,0.165,2,2.38,0.439,0.27,156,5,balanced,89.16
10.16,6,10,0.185,1,2.33,0.309,0.01,156,6,balanced,100.0
19.32,8,8,0.089,0,4.4,0.622,0.257,156,7,balanced,88.9
16.83,5,10,0.123,1,1.0,0.352,0.155,156,8,balanced,90.81
15.5,2,6,0.147,0,2.86,0.558,0.28,156,9,balanced,85.19
11.12,6,9,0.155,0,4.14,0.229,0.211,156,10,balanced,97.84
14.7,5,9,0.118,1,3.02,0.266,0.258,156,11,balanced,89.4
27.18,2,7,0.451,7,4.69,0.918,0.521,157,0,meeting_heavy,54.22
27.88,1,4,0.441,1,9.34,0.612,0.794,157,1,meeting_heavy,45.38
28.83,1,2,0.336,2,8.51,0.947,0.62,157,2,meeting_heavy,54.24
20.53,1,1,0.232,7,6.61,0.667,0.682,157,3,meeting_heavy,54.84
18.09,1,7,0.325,0,8.42,0.719,0.415,157,4,meeting_heavy,67.02
24.78,2,7,0.265,3,4.6,0.596,0.689,157,5,meeting_heavy,59.64
27.42,2,2,0.249,3,8.32,0.911,0.68,157,6,meeting_heavy,52.11
25.66,2,1,0.352,0,5.75,0.914,0.682,157,7,meeting_heavy,50.74
21.16,1,3,0.454,4,10.97,0.869,0.62,157,8,meeting_heavy,54.55
27.3,0,6,0.451,2,6.55,0.874,0.685,157,9,meeting_heavy,53.18
19.63,1,6,0.453,5,3.76,0.672,0.711,157,10,meeting_heavy,52.46
19.59,2,2,0.529,3,6.32,0.713,0.759,157,11,meeting_heavy,48.68
27.05,2,3,0.335,2,5.92,0.843,0.698,158,0,meeting_heavy,50.42
23.17,2,3,0.203,3,5.29,0.805,0.665,158,1,meeting_heavy,58.81
28.15,4,5,0.421,6,6.64,0.853,0.617,158,2,meeting_heavy,55.94
30.69,3,0,0.309,5,7.0,0.745,0.651,158,3,meeting_heavy,55.79
22.16,2,4,0.332,3,5.45,0.718,0.779,158,4,meeting_heavy,51.83
15.52,2,1,0.15,5,8.52,0.619,0.42,158,5,meeting_heavy,63.77
18.73,3,3,0.433,4,8.64,0.687,0.599,158,6,meeting_heavy,55.07
25.2,3,8,0.311,3,7.73,0.811,0.772,158,7,meeting_heavy,58.35
23.77,3,4,0.404,2,7.85,0.663,0.554,158,8,meeting_heavy,60.88
15.0,2,4,0.258,5,6.28,0.919,0.686,158,9,meeting_heavy,60.97
29.42,1,1,0.51,4,8.79,0.838,0.764,158,10,meeting_heavy,41.45
22.58,1,3,0.193,3,7.58,0.682,0.509,158,11,meeting_heavy,68.35
34.64,0,1,0.657,3,7.06,0.926,0.796,159,0,at_risk,28.9
34.23,0,2,0.671,2,3.57,0.815,0.843,159,1,at_risk,28.17
33.85,0,3,0.648,2,12.59,0.841,1.0,159,2,at_risk,33.48
23.22,0,0,0.471,7,13.11,0.988,0.892,159,3,at_risk,31.07
28.56,1,1,0.518,4,10.11,0.792,0.647,159,4,at_risk,45.44
